"date","reproduction_rate","metric","mobility_change_from_baseline"
"2020-05-06",0.83,"5",2
"2020-05-06",0.83,"6",77
"2020-05-06",0.83,"1",-35
"2020-05-06",0.83,"2",-33
"2020-05-06",0.83,"3",11
"2020-05-07",0.82,"4",-12
"2020-05-07",0.82,"5",17
"2020-05-07",0.82,"6",150
"2020-05-07",0.82,"1",-31
"2020-05-07",0.82,"2",-33
"2020-05-07",0.82,"3",7
"2020-05-08",0.81,"4",-56
"2020-05-08",0.81,"5",-30
"2020-05-08",0.81,"6",226
"2020-05-08",0.81,"1",-51
"2020-05-08",0.81,"2",-78
"2020-05-08",0.81,"3",19
"2020-05-09",0.79,"4",-22
"2020-05-09",0.79,"5",11
"2020-05-09",0.79,"6",173
"2020-05-09",0.79,"1",-27
"2020-05-09",0.79,"2",-6
"2020-05-09",0.79,"3",3
"2020-05-10",0.77,"4",-17
"2020-05-10",0.77,"5",1
"2020-05-10",0.77,"6",78
"2020-05-10",0.77,"1",-33
"2020-05-10",0.77,"2",-5
"2020-05-10",0.77,"3",2
"2020-05-11",0.74,"4",-16
"2020-05-11",0.74,"5",1
"2020-05-11",0.74,"6",62
"2020-05-11",0.74,"1",-35
"2020-05-11",0.74,"2",-32
"2020-05-11",0.74,"3",11
"2020-05-12",0.72,"4",-21
"2020-05-12",0.72,"5",1
"2020-05-12",0.72,"6",42
"2020-05-12",0.72,"1",-36
"2020-05-12",0.72,"2",-31
"2020-05-12",0.72,"3",11
"2020-05-13",0.7,"4",-20
"2020-05-13",0.7,"5",1
"2020-05-13",0.7,"6",82
"2020-05-13",0.7,"1",-33
"2020-05-13",0.7,"2",-30
"2020-05-13",0.7,"3",11
"2020-05-14",0.7,"4",-19
"2020-05-14",0.7,"5",1
"2020-05-14",0.7,"6",77
"2020-05-14",0.7,"1",-35
"2020-05-14",0.7,"2",-30
"2020-05-14",0.7,"3",9
"2020-05-15",0.7,"4",-25
"2020-05-15",0.7,"5",-2
"2020-05-15",0.7,"6",57
"2020-05-15",0.7,"1",-39
"2020-05-15",0.7,"2",-31
"2020-05-15",0.7,"3",10
"2020-05-16",0.71,"4",-30
"2020-05-16",0.71,"5",0
"2020-05-16",0.71,"6",38
"2020-05-16",0.71,"1",-37
"2020-05-16",0.71,"2",-8
"2020-05-16",0.71,"3",6
"2020-05-17",0.71,"4",-22
"2020-05-17",0.71,"5",-6
"2020-05-17",0.71,"6",33
"2020-05-17",0.71,"1",-41
"2020-05-17",0.71,"2",-7
"2020-05-17",0.71,"3",5
"2020-05-18",0.72,"4",-13
"2020-05-18",0.72,"5",-3
"2020-05-18",0.72,"6",32
"2020-05-18",0.72,"1",-32
"2020-05-18",0.72,"2",-25
"2020-05-18",0.72,"3",9
"2020-05-19",0.73,"4",-9
"2020-05-19",0.73,"5",3
"2020-05-19",0.73,"6",103
"2020-05-19",0.73,"1",-26
"2020-05-19",0.73,"2",-22
"2020-05-19",0.73,"3",8
"2020-05-20",0.74,"4",6
"2020-05-20",0.74,"5",15
"2020-05-20",0.74,"6",172
"2020-05-20",0.74,"1",-18
"2020-05-20",0.74,"2",-22
"2020-05-20",0.74,"3",4
"2020-05-21",0.74,"4",-38
"2020-05-21",0.74,"5",-21
"2020-05-21",0.74,"6",337
"2020-05-21",0.74,"1",-42
"2020-05-21",0.74,"2",-77
"2020-05-21",0.74,"3",16
"2020-05-22",0.73,"4",-7
"2020-05-22",0.73,"5",2
"2020-05-22",0.73,"6",144
"2020-05-22",0.73,"1",-44
"2020-05-22",0.73,"2",-60
"2020-05-22",0.73,"3",14
"2020-05-23",0.74,"4",-17
"2020-05-23",0.74,"5",-1
"2020-05-23",0.74,"6",121
"2020-05-23",0.74,"1",-28
"2020-05-23",0.74,"2",2
"2020-05-23",0.74,"3",3
"2020-05-24",0.75,"4",-15
"2020-05-24",0.75,"5",-8
"2020-05-24",0.75,"6",15
"2020-05-24",0.75,"1",-36
"2020-05-24",0.75,"2",-3
"2020-05-24",0.75,"3",2
"2020-05-25",0.74,"4",-5
"2020-05-25",0.74,"5",-1
"2020-05-25",0.74,"6",107
"2020-05-25",0.74,"1",-27
"2020-05-25",0.74,"2",-24
"2020-05-25",0.74,"3",7
"2020-05-26",0.74,"4",-4
"2020-05-26",0.74,"5",0
"2020-05-26",0.74,"6",156
"2020-05-26",0.74,"1",-22
"2020-05-26",0.74,"2",-20
"2020-05-26",0.74,"3",6
"2020-05-27",0.75,"4",-6
"2020-05-27",0.75,"5",0
"2020-05-27",0.75,"6",90
"2020-05-27",0.75,"1",-24
"2020-05-27",0.75,"2",-19
"2020-05-27",0.75,"3",7
"2020-05-28",0.77,"4",-2
"2020-05-28",0.77,"5",4
"2020-05-28",0.77,"6",152
"2020-05-28",0.77,"1",-22
"2020-05-28",0.77,"2",-19
"2020-05-28",0.77,"3",6
"2020-05-29",0.78,"4",2
"2020-05-29",0.78,"5",9
"2020-05-29",0.78,"6",200
"2020-05-29",0.78,"1",-18
"2020-05-29",0.78,"2",-18
"2020-05-29",0.78,"3",3
"2020-05-30",0.78,"4",-3
"2020-05-30",0.78,"5",12
"2020-05-30",0.78,"6",209
"2020-05-30",0.78,"1",-7
"2020-05-30",0.78,"2",13
"2020-05-30",0.78,"3",-1
"2020-05-31",0.77,"4",-20
"2020-05-31",0.77,"5",-11
"2020-05-31",0.77,"6",235
"2020-05-31",0.77,"1",-12
"2020-05-31",0.77,"2",5
"2020-05-31",0.77,"3",-1
"2020-06-01",0.77,"4",-31
"2020-06-01",0.77,"5",-16
"2020-06-01",0.77,"6",372
"2020-06-01",0.77,"1",-35
"2020-06-01",0.77,"2",-77
"2020-06-01",0.77,"3",13
"2020-06-02",0.78,"4",15
"2020-06-02",0.78,"5",22
"2020-06-02",0.78,"6",202
"2020-06-02",0.78,"1",-14
"2020-06-02",0.78,"2",-19
"2020-06-02",0.78,"3",3
"2020-06-03",0.8,"4",5
"2020-06-03",0.8,"5",9
"2020-06-03",0.8,"6",133
"2020-06-03",0.8,"1",-17
"2020-06-03",0.8,"2",-19
"2020-06-03",0.8,"3",5
"2020-06-04",0.83,"4",10
"2020-06-04",0.83,"5",17
"2020-06-04",0.83,"6",71
"2020-06-04",0.83,"1",-18
"2020-06-04",0.83,"2",-20
"2020-06-04",0.83,"3",4
"2020-06-05",0.84,"4",-37
"2020-06-05",0.84,"5",-25
"2020-06-05",0.84,"6",143
"2020-06-05",0.84,"1",-40
"2020-06-05",0.84,"2",-63
"2020-06-05",0.84,"3",15
"2020-06-06",0.84,"4",-1
"2020-06-06",0.84,"5",14
"2020-06-06",0.84,"6",55
"2020-06-06",0.84,"1",-23
"2020-06-06",0.84,"2",4
"2020-06-06",0.84,"3",3
"2020-06-07",0.82,"4",0
"2020-06-07",0.82,"5",-5
"2020-06-07",0.82,"6",87
"2020-06-07",0.82,"1",-21
"2020-06-07",0.82,"2",6
"2020-06-07",0.82,"3",1
"2020-06-08",0.81,"4",5
"2020-06-08",0.81,"5",2
"2020-06-08",0.81,"6",99
"2020-06-08",0.81,"1",-21
"2020-06-08",0.81,"2",-19
"2020-06-08",0.81,"3",5
"2020-06-09",0.83,"4",4
"2020-06-09",0.83,"5",4
"2020-06-09",0.83,"6",126
"2020-06-09",0.83,"1",-18
"2020-06-09",0.83,"2",-18
"2020-06-09",0.83,"3",4
"2020-06-10",0.86,"4",2
"2020-06-10",0.86,"5",2
"2020-06-10",0.86,"6",115
"2020-06-10",0.86,"1",-19
"2020-06-10",0.86,"2",-18
"2020-06-10",0.86,"3",5
"2020-06-11",0.9,"4",4
"2020-06-11",0.9,"5",4
"2020-06-11",0.9,"6",112
"2020-06-11",0.9,"1",-21
"2020-06-11",0.9,"2",-19
"2020-06-11",0.9,"3",5
"2020-06-12",0.96,"4",-1
"2020-06-12",0.96,"5",0
"2020-06-12",0.96,"6",106
"2020-06-12",0.96,"1",-21
